ID,Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Cleanliness,Food and Drink,Baggage Handling,Satisfaction
5225,Male,32,Returning,Business,Business,2434,4,5.0,1,2,1,3,2,2,2,4,Neutral or Dissatisfied
5226,Male,39,Returning,Business,Business,2616,0,0.0,3,4,5,5,4,5,2,5,Satisfied
5227,Male,36,Returning,Business,Economy,293,2,0.0,3,4,5,1,4,4,4,3,Neutral or Dissatisfied
5228,Male,26,First-time,Business,Business,351,4,11.0,4,4,3,4,2,2,2,4,Satisfied
5229,Male,41,Returning,Business,Business,285,0,9.0,4,5,1,5,5,3,5,5,Satisfied
5230,Female,25,First-time,Business,Business,293,29,53.0,5,4,3,4,2,2,2,5,Neutral or Dissatisfied
5231,Female,49,Returning,Business,Business,3843,6,0.0,3,4,5,5,5,5,5,5,Satisfied
5232,Male,39,Returning,Business,Economy,383,0,0.0,4,3,1,4,3,3,3,4,Neutral or Dissatisfied
5233,Male,41,Returning,Business,Economy,295,7,13.0,4,3,5,4,3,3,3,1,Neutral or Dissatisfied
5234,Female,39,Returning,Business,Business,295,0,0.0,5,4,1,4,5,5,4,4,Satisfied
5235,Female,39,First-time,Business,Business,351,0,0.0,3,3,3,4,2,2,2,4,Neutral or Dissatisfied
5236,Male,59,Returning,Business,Business,3912,125,121.0,5,5,4,5,5,3,4,5,Satisfied
5237,Female,27,First-time,Business,Business,293,5,4.0,4,2,4,5,3,3,3,4,Neutral or Dissatisfied
5238,Male,63,Returning,Business,Economy,293,0,0.0,1,4,5,4,4,4,4,4,Neutral or Dissatisfied
5239,Female,39,Returning,Business,Business,295,0,10.0,3,4,3,5,4,4,5,5,Satisfied
5240,Female,33,First-time,Business,Economy,383,0,0.0,4,1,2,2,1,1,1,3,Neutral or Dissatisfied
5241,Female,38,First-time,Business,Economy,293,0,6.0,4,3,4,1,3,3,3,4,Neutral or Dissatisfied
5242,Female,48,Returning,Business,Business,383,0,0.0,5,4,1,4,5,4,2,4,Satisfied
5243,Male,52,Returning,Business,Business,3975,0,0.0,3,5,4,5,4,5,5,5,Satisfied
5244,Male,39,Returning,Business,Business,3072,25,27.0,2,3,4,1,4,4,2,1,Neutral or Dissatisfied
5245,Male,45,Returning,Business,Business,285,18,11.0,2,2,3,4,3,3,3,2,Neutral or Dissatisfied
5246,Female,45,Returning,Business,Business,2364,0,0.0,5,5,2,5,4,5,3,5,Satisfied
5247,Male,25,First-time,Business,Economy,383,12,12.0,2,1,2,4,3,3,3,3,Neutral or Dissatisfied
5248,Female,55,Returning,Business,Economy,190,0,0.0,4,3,5,3,3,3,1,3,Neutral or Dissatisfied
5249,Female,31,Returning,Business,Business,351,0,0.0,3,2,1,3,2,2,2,3,Neutral or Dissatisfied
5250,Male,61,Returning,Business,Economy,351,5,10.0,2,2,1,4,2,2,2,3,Neutral or Dissatisfied
5251,Female,57,Returning,Business,Business,295,0,0.0,2,3,1,1,4,4,5,1,Neutral or Dissatisfied
5252,Male,43,Returning,Business,Business,3836,0,0.0,3,4,1,4,4,4,3,4,Satisfied
5253,Male,26,First-time,Business,Economy,383,0,0.0,1,2,3,3,2,2,2,3,Neutral or Dissatisfied
5254,Male,39,Returning,Business,Business,2513,0,0.0,4,4,1,5,5,3,2,5,Satisfied
5255,Male,26,First-time,Business,Business,285,0,3.0,1,1,2,4,3,3,3,3,Neutral or Dissatisfied
5256,Male,24,First-time,Business,Economy,293,26,26.0,4,2,3,4,1,1,1,4,Neutral or Dissatisfied
5257,Male,48,Returning,Business,Business,383,0,17.0,4,4,4,2,4,4,2,2,Neutral or Dissatisfied
5258,Male,44,First-time,Business,Economy,383,0,0.0,2,3,2,2,4,4,4,3,Neutral or Dissatisfied
5259,Female,42,Returning,Business,Economy,295,17,19.0,1,3,1,5,4,2,3,5,Neutral or Dissatisfied
5260,Female,22,First-time,Business,Economy,295,0,0.0,3,2,2,4,4,4,4,3,Neutral or Dissatisfied
5261,Male,49,Returning,Business,Economy,383,0,0.0,3,2,3,3,2,2,2,3,Neutral or Dissatisfied
5262,Female,79,First-time,Business,Economy,351,0,0.0,5,2,3,4,5,5,5,2,Neutral or Dissatisfied
5263,Female,56,Returning,Business,Business,1580,34,25.0,1,3,5,2,3,1,2,2,Neutral or Dissatisfied
5264,Male,16,First-time,Business,Economy,351,0,0.0,1,3,3,4,5,5,5,4,Neutral or Dissatisfied
5265,Female,50,Returning,Personal,Economy,351,0,0.0,5,5,1,5,5,4,5,4,Satisfied
5266,Female,55,Returning,Personal,Economy,293,0,0.0,5,5,1,2,5,4,3,2,Neutral or Dissatisfied
5267,Female,68,Returning,Personal,Economy,295,8,11.0,5,4,2,4,5,3,3,4,Neutral or Dissatisfied
5268,Male,50,Returning,Personal,Economy,383,0,0.0,2,5,4,1,2,2,2,4,Satisfied
5269,Male,41,Returning,Personal,Economy,351,0,0.0,3,5,3,3,2,3,3,5,Satisfied
5270,Female,32,Returning,Personal,Economy,351,0,0.0,5,3,4,4,4,4,4,4,Neutral or Dissatisfied
5271,Male,52,Returning,Personal,Economy,351,0,11.0,3,1,4,3,2,2,2,3,Neutral or Dissatisfied
5272,Male,52,Returning,Personal,Economy,295,0,0.0,4,2,4,4,2,2,2,4,Neutral or Dissatisfied
5273,Male,9,Returning,Personal,Economy,295,0,7.0,5,4,2,4,5,5,5,5,Neutral or Dissatisfied
5274,Female,24,Returning,Personal,Economy,190,0,0.0,4,0,1,3,5,2,2,4,Satisfied
5275,Female,59,Returning,Personal,Economy,383,0,0.0,4,5,1,1,4,5,2,1,Neutral or Dissatisfied
5276,Male,47,Returning,Personal,Economy,351,0,0.0,3,4,4,4,4,4,4,5,Neutral or Dissatisfied
5277,Male,23,Returning,Personal,Economy,383,0,0.0,5,2,1,2,3,3,3,2,Neutral or Dissatisfied
5278,Male,57,Returning,Personal,Economy,351,18,8.0,3,3,4,3,4,2,2,4,Neutral or Dissatisfied
5279,Female,38,Returning,Personal,Economy,351,0,5.0,3,2,3,5,5,5,5,5,Neutral or Dissatisfied
5280,Male,20,Returning,Personal,Economy,351,11,3.0,5,4,4,3,3,3,3,4,Neutral or Dissatisfied
5281,Female,13,Returning,Personal,Economy,285,0,11.0,3,1,1,3,4,4,4,5,Neutral or Dissatisfied
5282,Female,66,Returning,Personal,Economy,383,0,17.0,3,5,3,5,5,3,4,3,Neutral or Dissatisfied
5283,Male,69,Returning,Personal,Economy,351,0,13.0,5,2,5,5,4,4,4,4,Neutral or Dissatisfied
5284,Male,9,Returning,Personal,Economy,383,0,0.0,4,3,1,3,4,4,4,4,Neutral or Dissatisfied
5285,Female,63,Returning,Personal,Economy,351,11,12.0,3,4,3,2,4,4,2,4,Neutral or Dissatisfied
5286,Male,37,Returning,Personal,Economy,190,0,0.0,1,5,1,2,5,5,5,2,Satisfied
5287,Male,30,Returning,Personal,Economy,190,0,0.0,4,5,3,5,1,1,1,4,Satisfied
5288,Male,45,Returning,Personal,Economy,351,39,38.0,5,1,4,3,1,1,1,5,Neutral or Dissatisfied
5289,Male,59,Returning,Personal,Economy,351,0,0.0,2,4,4,1,1,1,1,4,Satisfied
5290,Female,41,Returning,Personal,Economy,190,0,0.0,5,3,3,4,4,4,4,4,Neutral or Dissatisfied
5291,Female,55,Returning,Personal,Economy,190,32,32.0,3,4,3,1,4,4,2,1,Neutral or Dissatisfied
5292,Male,42,Returning,Personal,Economy,383,0,0.0,5,1,2,5,3,3,3,4,Neutral or Dissatisfied
5293,Male,8,Returning,Personal,Economy,285,0,0.0,1,3,3,4,5,5,5,3,Neutral or Dissatisfied
5294,Male,67,Returning,Personal,Economy,190,0,0.0,4,2,3,1,1,1,1,3,Neutral or Dissatisfied
5295,Female,26,Returning,Personal,Economy,293,11,18.0,4,2,4,4,2,2,2,3,Neutral or Dissatisfied
5296,Female,18,Returning,Personal,Economy,190,0,2.0,3,3,3,2,1,1,1,3,Neutral or Dissatisfied
5297,Female,64,Returning,Personal,Economy,351,0,0.0,3,3,4,4,4,4,1,4,Satisfied
5298,Female,34,Returning,Personal,Economy,285,0,,3,3,3,4,4,4,4,4,Neutral or Dissatisfied
5299,Female,19,Returning,Personal,Economy,190,2,0.0,2,0,1,2,3,3,3,2,Neutral or Dissatisfied
5300,Female,62,Returning,Personal,Economy,293,0,0.0,2,3,4,1,3,2,1,1,Neutral or Dissatisfied
5301,Male,39,Returning,Personal,Economy,293,0,0.0,3,4,3,4,1,1,1,4,Satisfied
5302,Female,43,Returning,Personal,Economy,351,0,0.0,5,5,2,5,5,5,4,3,Neutral or Dissatisfied
5303,Female,53,Returning,Personal,Economy,383,0,0.0,5,4,4,3,5,3,4,3,Neutral or Dissatisfied
5304,Male,16,Returning,Personal,Economy,383,0,0.0,5,3,4,3,4,4,4,4,Neutral or Dissatisfied
5305,Male,57,Returning,Personal,Economy,383,56,66.0,3,3,3,4,4,4,4,4,Neutral or Dissatisfied
5306,Male,65,Returning,Personal,Economy,383,0,0.0,5,2,1,5,1,1,1,5,Neutral or Dissatisfied
5307,Female,66,Returning,Personal,Economy,383,0,0.0,4,5,3,3,5,4,4,1,Neutral or Dissatisfied
5308,Male,21,Returning,Personal,Economy,351,0,0.0,4,2,4,3,3,3,3,5,Neutral or Dissatisfied
5309,Male,16,Returning,Personal,Economy,285,0,0.0,4,2,1,3,1,1,1,4,Neutral or Dissatisfied
5310,Male,33,Returning,Business,Business,285,1,0.0,5,5,1,4,5,5,5,4,Satisfied
5311,Male,41,Returning,Business,Business,2257,0,0.0,4,5,2,5,5,5,2,5,Satisfied
5312,Female,49,First-time,Business,Business,190,1,0.0,4,2,2,5,5,5,5,4,Neutral or Dissatisfied
5313,Female,33,Returning,Business,Economy Plus,295,0,0.0,3,2,4,3,2,2,2,3,Neutral or Dissatisfied
5314,Male,59,Returning,Business,Economy Plus,190,0,0.0,1,2,4,4,2,2,2,3,Neutral or Dissatisfied
5315,Male,55,Returning,Business,Economy Plus,190,18,19.0,2,2,1,4,2,2,2,3,Neutral or Dissatisfied
5316,Female,56,Returning,Business,Economy Plus,351,0,0.0,4,2,3,3,2,3,4,3,Neutral or Dissatisfied
5317,Female,17,First-time,Business,Business,383,0,0.0,4,4,1,3,5,4,4,5,Satisfied
5318,Female,19,Returning,Business,Economy Plus,383,18,41.0,4,2,2,1,4,2,2,3,Neutral or Dissatisfied
5319,Female,56,Returning,Personal,Economy Plus,295,0,0.0,4,4,2,2,4,4,3,2,Neutral or Dissatisfied
5320,Female,8,Returning,Personal,Economy Plus,285,0,0.0,3,3,4,4,1,1,1,4,Neutral or Dissatisfied
5321,Male,58,Returning,Personal,Economy Plus,383,0,0.0,2,4,3,2,5,5,5,3,Neutral or Dissatisfied
5322,Female,68,Returning,Personal,Economy Plus,383,0,0.0,4,4,3,4,3,2,5,4,Neutral or Dissatisfied
5323,Female,14,Returning,Personal,Economy Plus,351,0,0.0,4,3,1,3,4,3,3,4,Neutral or Dissatisfied
5324,Male,38,First-time,Business,Business,812,19,21.0,4,4,3,3,2,2,2,4,Satisfied
5325,Male,53,Returning,Business,Business,812,0,0.0,3,5,2,4,4,4,4,4,Satisfied
5326,Female,42,Returning,Business,Business,3004,5,14.0,5,5,5,5,5,4,3,5,Satisfied
5327,Female,47,Returning,Business,Business,1671,0,0.0,4,5,3,4,5,5,5,4,Satisfied
5328,Female,15,First-time,Business,Economy,733,0,0.0,5,4,2,4,4,4,4,5,Neutral or Dissatisfied
5329,Male,36,Returning,Personal,Business,812,0,0.0,3,2,2,4,3,4,5,4,Neutral or Dissatisfied
5330,Male,31,Returning,Personal,Business,812,0,0.0,2,3,4,2,2,5,5,3,Neutral or Dissatisfied
5331,Female,43,Returning,Business,Business,1916,17,0.0,5,4,2,4,4,5,2,4,Satisfied
5332,Female,28,Returning,Business,Business,733,13,52.0,3,5,3,5,5,5,5,4,Satisfied
5333,Female,47,Returning,Business,Business,812,124,112.0,4,5,5,4,5,4,2,4,Satisfied
5334,Female,42,Returning,Business,Business,2616,60,38.0,3,5,3,2,4,4,2,2,Satisfied
5335,Male,46,Returning,Business,Business,2749,0,0.0,3,4,1,4,5,3,2,4,Satisfied
5336,Female,52,Returning,Business,Business,812,0,0.0,3,4,2,5,5,4,5,5,Satisfied
5337,Female,39,Returning,Business,Business,733,0,0.0,3,4,4,5,5,5,5,5,Satisfied
5338,Female,56,Returning,Business,Business,2176,118,161.0,5,5,3,2,5,5,5,5,Satisfied
5339,Female,50,Returning,Business,Business,2559,2,7.0,5,5,5,3,4,4,5,3,Satisfied
5340,Male,23,First-time,Business,Economy,733,0,0.0,5,2,3,4,4,4,4,4,Neutral or Dissatisfied
5341,Female,40,Returning,Business,Business,785,247,286.0,5,5,1,3,5,5,4,4,Satisfied
5342,Female,60,Returning,Business,Business,3277,11,21.0,4,5,3,4,4,5,2,4,Satisfied
5343,Male,58,Returning,Business,Business,1721,0,0.0,3,5,4,4,5,4,5,4,Satisfied
5344,Male,44,Returning,Business,Economy,785,32,37.0,2,3,5,1,3,3,3,3,Neutral or Dissatisfied
5345,Male,60,Returning,Business,Business,2916,0,7.0,2,3,3,4,3,3,2,4,Neutral or Dissatisfied
5346,Female,26,Returning,Business,Economy,812,125,154.0,2,1,5,4,2,2,1,3,Neutral or Dissatisfied
5347,Female,57,Returning,Business,Business,3409,0,0.0,4,5,1,2,5,5,5,2,Satisfied
5348,Male,25,First-time,Business,Business,812,0,0.0,4,3,1,5,1,1,1,5,Neutral or Dissatisfied
5349,Female,29,First-time,Business,Business,812,0,0.0,3,1,2,3,4,4,4,5,Neutral or Dissatisfied
5350,Male,46,Returning,Business,Business,1874,0,8.0,4,5,4,4,5,5,3,4,Satisfied
5351,Male,32,First-time,Business,Business,812,22,69.0,4,2,3,4,5,2,2,5,Neutral or Dissatisfied
5352,Male,23,Returning,Business,Business,2315,0,0.0,1,4,3,1,4,4,4,3,Neutral or Dissatisfied
5353,Female,21,Returning,Business,Business,733,24,71.0,5,4,1,5,4,4,4,5,Satisfied
5354,Female,37,Returning,Business,Business,2620,64,71.0,4,5,3,4,4,3,5,4,Satisfied
5355,Male,48,First-time,Business,Business,785,0,0.0,4,5,4,3,5,1,1,4,Satisfied
5356,Female,43,Returning,Business,Business,2335,0,0.0,4,4,4,2,4,4,2,2,Satisfied
5357,Male,45,Returning,Business,Business,2161,31,33.0,3,4,4,3,4,4,2,3,Satisfied
5358,Male,51,Returning,Business,Business,812,0,12.0,3,4,1,2,5,4,2,2,Satisfied
5359,Male,47,Returning,Business,Business,2340,0,0.0,5,5,2,4,5,5,2,4,Satisfied
5360,Female,49,First-time,Business,Economy,812,36,13.0,3,4,3,1,1,3,3,4,Neutral or Dissatisfied
5361,Female,26,First-time,Business,Economy,812,62,42.0,1,1,3,1,1,1,1,4,Neutral or Dissatisfied
5362,Female,20,Returning,Business,Business,2037,0,0.0,5,4,1,3,4,4,4,4,Satisfied
5363,Female,40,Returning,Business,Business,3313,0,0.0,4,5,5,5,4,3,5,5,Satisfied
5364,Male,24,First-time,Business,Business,785,0,1.0,3,0,4,3,4,4,4,4,Satisfied
5365,Female,30,Returning,Business,Business,812,0,0.0,3,5,2,3,5,5,5,5,Satisfied
5366,Male,54,Returning,Business,Economy,812,3,0.0,4,3,1,4,3,3,3,3,Neutral or Dissatisfied
5367,Female,44,Returning,Business,Economy,785,0,29.0,4,3,3,2,2,4,4,2,Neutral or Dissatisfied
5368,Female,26,Returning,Business,Economy,812,54,37.0,4,3,3,4,1,3,3,4,Neutral or Dissatisfied
5369,Female,18,First-time,Business,Business,812,0,0.0,5,0,4,5,2,2,2,4,Satisfied
5370,Male,26,First-time,Business,Economy,785,0,0.0,2,3,3,3,2,3,3,3,Neutral or Dissatisfied
5371,Male,62,Returning,Business,Business,812,0,14.0,1,3,3,3,3,2,4,3,Neutral or Dissatisfied
5372,Female,47,Returning,Business,Business,1616,0,0.0,5,4,3,4,5,5,2,4,Satisfied
5373,Female,8,First-time,Business,Economy,812,0,0.0,3,4,3,4,5,4,4,4,Neutral or Dissatisfied
5374,Female,59,Returning,Business,Economy,785,3,31.0,4,3,2,3,3,1,5,3,Neutral or Dissatisfied
5375,Male,17,First-time,Business,Economy,812,0,0.0,4,5,4,1,2,2,2,2,Satisfied
5376,Male,22,First-time,Business,Economy,812,0,0.0,3,3,4,4,3,5,5,4,Neutral or Dissatisfied
5377,Female,55,Returning,Business,Business,3903,0,9.0,1,2,4,2,1,1,4,2,Neutral or Dissatisfied
5378,Male,35,Returning,Business,Economy,785,14,0.0,4,2,4,4,2,2,2,3,Neutral or Dissatisfied
5379,Female,36,Returning,Business,Economy,412,0,0.0,3,1,1,2,2,2,2,3,Neutral or Dissatisfied
5380,Male,21,Returning,Personal,Economy,733,0,0.0,3,4,1,4,4,4,4,5,Neutral or Dissatisfied
5381,Female,49,Returning,Personal,Economy,785,6,13.0,4,5,5,1,4,5,3,1,Satisfied
5382,Male,17,Returning,Personal,Economy,733,0,0.0,1,5,4,4,4,4,4,1,Satisfied
5383,Female,43,Returning,Personal,Economy,812,0,0.0,1,5,4,4,4,1,1,4,Neutral or Dissatisfied
5384,Female,21,Returning,Personal,Economy,733,0,0.0,2,3,2,4,3,2,2,2,Neutral or Dissatisfied
5385,Female,64,Returning,Personal,Economy,812,47,59.0,3,3,3,3,4,4,5,3,Neutral or Dissatisfied
5386,Male,21,Returning,Personal,Economy,812,0,0.0,4,3,2,4,3,3,3,2,Neutral or Dissatisfied
5387,Male,25,Returning,Personal,Economy,812,0,0.0,2,2,3,4,5,5,5,3,Neutral or Dissatisfied
5388,Male,33,Returning,Personal,Economy,785,1,10.0,4,3,3,3,5,5,5,3,Neutral or Dissatisfied
5389,Male,13,Returning,Personal,Economy,785,13,11.0,5,1,2,3,5,5,5,4,Neutral or Dissatisfied
5390,Male,31,Returning,Personal,Economy,733,0,0.0,1,0,2,4,1,1,1,4,Satisfied
5391,Male,61,Returning,Personal,Economy,812,0,0.0,2,2,4,2,5,5,5,3,Neutral or Dissatisfied
5392,Male,47,Returning,Personal,Economy,785,0,17.0,3,2,4,4,4,4,4,4,Neutral or Dissatisfied
5393,Male,17,Returning,Personal,Economy,733,0,0.0,5,2,2,5,1,1,1,4,Neutral or Dissatisfied
5394,Female,27,Returning,Personal,Economy,812,16,20.0,1,3,3,3,2,3,3,4,Neutral or Dissatisfied
5395,Female,10,Returning,Personal,Economy,812,0,0.0,3,3,4,5,2,2,2,5,Neutral or Dissatisfied
5396,Male,45,Returning,Personal,Economy,733,25,40.0,2,4,3,4,2,2,2,2,Neutral or Dissatisfied
5397,Male,37,Returning,Personal,Economy,812,27,38.0,1,3,4,2,2,5,5,3,Neutral or Dissatisfied
5398,Male,7,Returning,Personal,Economy,733,0,0.0,5,1,1,2,2,5,5,3,Neutral or Dissatisfied
5399,Female,61,Returning,Personal,Economy,785,0,35.0,3,5,3,5,4,4,3,5,Neutral or Dissatisfied
5400,Female,23,Returning,Personal,Economy,812,31,24.0,2,2,3,3,4,4,4,3,Neutral or Dissatisfied
5401,Female,64,Returning,Personal,Economy,812,0,0.0,5,1,3,2,3,5,3,2,Neutral or Dissatisfied
5402,Female,58,Returning,Personal,Economy,812,0,0.0,2,4,4,1,3,2,5,1,Neutral or Dissatisfied
5403,Female,64,Returning,Personal,Economy,733,0,0.0,3,4,4,3,2,5,2,1,Neutral or Dissatisfied
5404,Male,61,Returning,Personal,Economy,733,0,0.0,1,2,5,4,1,1,1,4,Neutral or Dissatisfied
5405,Female,59,Returning,Personal,Economy,785,0,0.0,4,4,4,3,5,3,4,3,Neutral or Dissatisfied
5406,Male,53,Returning,Personal,Economy,812,10,0.0,5,2,3,4,3,2,2,2,Neutral or Dissatisfied
5407,Male,47,Returning,Personal,Economy,785,45,28.0,3,3,1,3,3,3,3,5,Neutral or Dissatisfied
5408,Male,33,Returning,Personal,Economy,812,0,0.0,4,1,5,4,1,1,1,2,Neutral or Dissatisfied
5409,Female,26,Returning,Personal,Economy,785,0,0.0,4,3,4,5,3,2,2,4,Neutral or Dissatisfied
5410,Female,57,Returning,Personal,Economy,785,0,7.0,5,5,3,4,4,4,4,4,Neutral or Dissatisfied
5411,Male,9,Returning,Personal,Economy,785,0,,4,0,4,5,3,3,3,4,Satisfied
5412,Female,54,Returning,Business,Business,812,0,0.0,3,5,4,4,4,5,4,4,Satisfied
5413,Male,29,Returning,Business,Economy Plus,812,0,22.0,3,2,5,3,2,2,2,2,Neutral or Dissatisfied
5414,Male,57,Returning,Business,Business,2653,0,0.0,4,5,4,4,5,4,3,4,Satisfied
5415,Male,65,First-time,Business,Business,589,0,0.0,3,4,3,3,4,4,4,5,Satisfied
5416,Female,57,Returning,Business,Business,589,1,0.0,4,5,1,5,5,4,2,5,Satisfied
5417,Male,46,Returning,Business,Business,589,0,0.0,4,5,3,4,4,3,5,4,Satisfied
5418,Male,40,First-time,Business,Business,589,21,6.0,5,3,2,3,2,2,2,5,Satisfied
5419,Male,19,Returning,Business,Business,1787,0,0.0,3,2,5,4,2,2,2,4,Neutral or Dissatisfied
5420,Female,20,First-time,Business,Economy,589,20,0.0,2,2,3,1,3,3,3,1,Neutral or Dissatisfied
5421,Male,30,Returning,Personal,Economy,589,8,1.0,4,1,3,4,3,3,3,5,Neutral or Dissatisfied
5422,Male,52,Returning,Personal,Economy,589,0,0.0,4,3,1,3,4,4,4,5,Neutral or Dissatisfied
5423,Female,35,Returning,Personal,Economy Plus,589,0,0.0,3,2,2,5,2,2,2,4,Neutral or Dissatisfied
5424,Male,25,Returning,Business,Economy Plus,589,5,7.0,4,4,3,1,4,4,4,3,Neutral or Dissatisfied
5425,Female,56,Returning,Business,Business,3668,0,9.0,4,5,5,4,5,3,5,4,Satisfied
5426,Male,52,Returning,Personal,Business,265,33,28.0,3,3,3,1,3,4,2,1,Neutral or Dissatisfied
5427,Female,63,Returning,Business,Business,1733,0,0.0,4,5,3,5,5,4,3,2,Satisfied
5428,Female,26,First-time,Business,Business,265,13,22.0,5,5,4,4,2,2,2,4,Satisfied
5429,Male,43,Returning,Business,Business,265,209,224.0,4,4,5,3,4,4,4,4,Satisfied
5430,Male,32,First-time,Business,Business,265,0,0.0,4,2,3,5,4,4,4,4,Neutral or Dissatisfied
5431,Female,42,Returning,Business,Business,265,0,0.0,4,4,2,4,5,4,5,4,Satisfied
5432,Male,76,Returning,Business,Business,265,35,25.0,3,4,4,3,4,1,3,3,Neutral or Dissatisfied
5433,Female,47,Returning,Business,Business,2509,0,25.0,3,5,2,4,5,5,3,4,Satisfied
5434,Female,24,First-time,Business,Economy,265,0,0.0,1,3,3,3,3,3,3,4,Neutral or Dissatisfied
5435,Female,47,Returning,Business,Business,287,11,1.0,3,5,2,5,5,4,4,5,Satisfied
5436,Female,51,Returning,Business,Business,265,0,0.0,4,5,2,5,4,3,4,5,Satisfied
5437,Female,38,Returning,Business,Business,1668,23,12.0,5,5,5,5,4,3,3,5,Satisfied
5438,Male,32,First-time,Business,Business,265,0,0.0,4,2,2,3,1,2,2,5,Neutral or Dissatisfied
5439,Female,43,Returning,Business,Business,265,0,17.0,5,4,4,4,5,3,4,4,Satisfied
5440,Male,37,First-time,Business,Economy,265,0,0.0,4,2,4,1,5,5,5,4,Neutral or Dissatisfied
5441,Male,38,Returning,Business,Business,1561,0,23.0,5,4,3,5,4,5,2,5,Satisfied
5442,Female,23,First-time,Business,Business,265,0,0.0,4,0,5,3,1,3,3,5,Satisfied
5443,Female,23,First-time,Business,Business,265,0,6.0,4,0,3,1,3,3,3,4,Neutral or Dissatisfied
5444,Female,37,Returning,Business,Business,2428,0,0.0,5,5,1,5,4,4,2,5,Satisfied
5445,Female,44,Returning,Business,Business,3594,7,13.0,4,4,3,5,5,4,4,5,Satisfied
5446,Male,38,Returning,Business,Business,265,0,0.0,4,4,5,4,5,4,2,4,Satisfied
5447,Male,62,First-time,Business,Business,265,127,195.0,3,3,3,1,3,3,2,2,Neutral or Dissatisfied
5448,Male,24,Returning,Business,Business,1809,0,0.0,2,3,3,1,3,3,3,4,Neutral or Dissatisfied
5449,Female,49,First-time,Business,Business,265,124,150.0,3,5,1,2,3,3,2,4,Neutral or Dissatisfied
5450,Female,57,Returning,Business,Business,2043,31,17.0,3,5,2,5,4,4,5,5,Satisfied
5451,Male,52,Returning,Business,Business,265,97,123.0,4,1,4,3,1,3,3,3,Neutral or Dissatisfied
5452,Male,20,First-time,Business,Economy,265,25,72.0,1,2,4,1,2,2,2,4,Neutral or Dissatisfied
5453,Male,26,First-time,Business,Economy,265,0,12.0,2,4,3,2,2,2,2,3,Neutral or Dissatisfied
5454,Male,26,First-time,Business,Economy,265,0,6.0,1,1,3,3,1,1,1,4,Neutral or Dissatisfied
5455,Female,42,Returning,Business,Business,3257,0,0.0,3,5,1,4,5,3,4,4,Satisfied
5456,Female,18,Returning,Business,Business,265,0,0.0,3,5,3,4,4,4,4,5,Satisfied
5457,Female,35,Returning,Business,Business,1958,62,71.0,4,4,5,1,4,1,3,1,Satisfied
5458,Female,40,Returning,Business,Economy,265,0,0.0,2,5,5,4,5,5,5,4,Satisfied
5459,Male,40,Returning,Business,Economy,265,17,16.0,3,3,3,2,3,3,3,4,Neutral or Dissatisfied
5460,Female,57,Returning,Personal,Economy,265,0,0.0,2,5,1,5,1,5,4,5,Neutral or Dissatisfied
5461,Male,47,Returning,Personal,Economy,265,0,0.0,4,2,3,1,2,2,2,3,Neutral or Dissatisfied
5462,Female,16,Returning,Personal,Economy,265,0,0.0,3,2,3,2,4,4,4,3,Neutral or Dissatisfied
5463,Female,15,Returning,Personal,Economy,265,0,0.0,3,5,1,5,3,3,3,4,Satisfied
5464,Male,41,Returning,Personal,Economy,287,52,48.0,4,3,4,1,4,5,5,4,Neutral or Dissatisfied
5465,Female,10,Returning,Personal,Economy,265,0,4.0,3,3,2,2,3,3,3,1,Neutral or Dissatisfied
5466,Male,15,Returning,Personal,Economy,287,0,0.0,4,4,3,1,3,3,3,2,Neutral or Dissatisfied
5467,Male,55,Returning,Personal,Economy,265,0,0.0,5,1,3,3,5,5,5,4,Neutral or Dissatisfied
5468,Male,13,Returning,Personal,Economy,265,59,61.0,2,3,4,4,2,3,3,4,Neutral or Dissatisfied
5469,Female,10,Returning,Personal,Economy,287,159,180.0,2,2,5,2,2,2,3,4,Neutral or Dissatisfied
5470,Male,24,Returning,Personal,Economy,265,6,14.0,2,0,3,4,4,4,4,4,Neutral or Dissatisfied
5471,Female,33,Returning,Personal,Economy,265,389,378.0,1,1,4,4,1,1,0,4,Neutral or Dissatisfied
5472,Male,24,Returning,Personal,Economy,265,0,9.0,2,1,4,2,5,5,5,3,Neutral or Dissatisfied
5473,Female,44,Returning,Personal,Economy,265,0,0.0,4,3,3,2,4,4,4,2,Neutral or Dissatisfied
5474,Female,41,Returning,Personal,Economy,265,0,0.0,2,2,3,4,2,2,2,2,Neutral or Dissatisfied
5475,Female,68,Returning,Personal,Economy,265,0,0.0,4,3,3,5,3,4,4,5,Neutral or Dissatisfied
5476,Male,10,Returning,Personal,Economy,265,0,0.0,2,0,3,2,5,2,2,4,Neutral or Dissatisfied
5477,Female,54,Returning,Business,Business,287,41,27.0,3,4,5,5,4,4,2,5,Satisfied
5478,Female,42,Returning,Business,Economy Plus,265,215,189.0,2,2,3,3,2,2,2,3,Neutral or Dissatisfied
